commit,date,status,path,phase,change_type
9e9f8ff07e5ea45576dc46b900d4fd32d964f12b,2026-04-06T23:47:21-04:00,R100,claude/commands/do-this.md	claude/commands/do-it.md,workflow,source-history
9e9f8ff07e5ea45576dc46b900d4fd32d964f12b,2026-04-06T23:47:21-04:00,R100,claude/commands/review-plan.md	claude/commands/review-it.md,workflow,source-history
9e9f8ff07e5ea45576dc46b900d4fd32d964f12b,2026-04-06T23:47:21-04:00,R100,claude/shared/do-this-instructions.md	claude/shared/do-it-instructions.md,workflow,source-history
9e9f8ff07e5ea45576dc46b900d4fd32d964f12b,2026-04-06T23:47:21-04:00,R100,claude/shared/review-plan-instructions.md	claude/shared/review-it-instructions.md,workflow,source-history
9e9f8ff07e5ea45576dc46b900d4fd32d964f12b,2026-04-06T23:47:21-04:00,R100,pi/skills/workflow/do-this.md	pi/skills/workflow/do-it.md,workflow,source-history
9e9f8ff07e5ea45576dc46b900d4fd32d964f12b,2026-04-06T23:47:21-04:00,R100,pi/skills/workflow/review-plan.md	pi/skills/workflow/review-it.md,workflow,source-history
ef0ec175782a4e20b984f19ee12368aa0fd0c4ee,2026-03-30T21:31:36-04:00,A,pi/extensions/workflow-commands.ts,workflow,source-history
ef0ec175782a4e20b984f19ee12368aa0fd0c4ee,2026-03-30T21:31:36-04:00,A,pi/skills/workflow/commit.md,workflow,source-history
ef0ec175782a4e20b984f19ee12368aa0fd0c4ee,2026-03-30T21:31:36-04:00,A,pi/skills/workflow/do-this.md,workflow,source-history
ef0ec175782a4e20b984f19ee12368aa0fd0c4ee,2026-03-30T21:31:36-04:00,A,pi/skills/workflow/plan-it.md,workflow,source-history
ef0ec175782a4e20b984f19ee12368aa0fd0c4ee,2026-03-30T21:31:36-04:00,A,pi/skills/workflow/research.md,workflow,source-history
ef0ec175782a4e20b984f19ee12368aa0fd0c4ee,2026-03-30T21:31:36-04:00,A,pi/skills/workflow/review-plan.md,workflow,source-history
3223f89c81fc154375bbc9963b86c529f8b7345f,2026-03-27T11:01:17-04:00,A,claude/commands/plan-it.md,workflow,source-history
3223f89c81fc154375bbc9963b86c529f8b7345f,2026-03-27T11:01:17-04:00,A,claude/shared/plan-it-instructions.md,workflow,source-history
ce6ec5da77b048b75ac2441ed8fd9ac437c262dd,2026-02-27T10:31:57-05:00,M,claude/shared/plan-with-team-instructions.md,workflow,source-history
0ba9f8bd50fbe320c1ac0be83ff087418bcef658,2026-02-27T10:04:58-05:00,A,claude/shared/review-plan-instructions.md,workflow,source-history
53a02cf3947745d3d118eaf886667f12fdb657d6,2026-02-27T09:22:06-05:00,M,claude/shared/plan-with-team-instructions.md,workflow,source-history
0619f295e06e09c0f1c639394d498c02030cd68a,2026-02-27T09:06:00-05:00,M,claude/shared/plan-with-team-instructions.md,workflow,source-history
ab4d1abdde92528ba7a7623cacffdf02f450bd12,2026-02-25T19:32:49-05:00,M,claude/shared/plan-with-team-instructions.md,workflow,source-history
c4a004b0d891767d3058675051233f50f05915df,2026-02-25T19:32:30-05:00,A,claude/commands/review-plan.md,workflow,source-history
c177f60c9a80538827920f60a7ef77bd100d8f31,2026-02-20T15:33:05-05:00,M,claude/shared/review-instructions.md,workflow,source-history
32275d5216fac6b776a66087fe70abf3a669e67d,2026-02-18T23:03:28-05:00,R097,claude/commands/review.md	claude/shared/review-instructions.md,workflow,source-history
00af77b09dcbded86cf52b531bf55bcd3ea0c687,2026-02-18T22:57:04-05:00,A,claude/commands/review.md,workflow,source-history
9ec8fc1bd8af03d3c7c917ba2a9949fbd19b8ccc,2026-02-17T20:50:37-05:00,M,claude/commands/plan-with-team.md,workflow,source-history
f5604ca2e3abcd366e9870643f6af7dcfe6f5c36,2026-02-15T13:18:13-05:00,M,claude/shared/plan-with-team-instructions.md,workflow,source-history
124ca8453c48957e416d8c4ca5786364495b1d10,2026-02-15T12:48:27-05:00,M,claude/commands/plan-with-team.md,workflow,source-history
124ca8453c48957e416d8c4ca5786364495b1d10,2026-02-15T12:48:27-05:00,A,claude/shared/plan-with-team-instructions.md,workflow,source-history
6e25b553b585d0891f390562f8cccf4838702b90,2026-02-11T16:47:30-05:00,M,claude/commands/plan-with-team.md,workflow,source-history
1caa38a563d4966e7ccfbdac725a8fb353a1d522,2026-02-11T09:26:46-05:00,M,claude/commands/plan-with-team.md,workflow,source-history
bc51da9ef03850cbc5d5149b323aad5f46121485,2026-02-10T11:32:57-05:00,M,claude/commands/plan-with-team.md,workflow,source-history
ae19ad0d7585defbbccc18931cd1b08c11f7a3a8,2026-02-09T21:30:57-05:00,A,claude/commands/plan-with-team.md,workflow,source-history
